siec,nrg_Description,Country_code,Country,Year,Description,Unit,Value
C0220,Lignite,EL,Greece,2012 ,Brown coal,GWH,31114.0
C0220,Lignite,EL,Greece,2011 ,Brown coal,GWH,30987.0
C0220,Lignite,EL,Greece,2010 ,Brown coal,GWH,30366.0
C0220,Lignite,EL,Greece,2009 ,Brown coal,GWH,34149.0
C0220,Lignite,EL,Greece,2008 ,Brown coal,GWH,33356.0
C0220,Lignite,EL,Greece,2007 ,Brown coal,GWH,34676.0
C0220,Lignite,EL,Greece,2006 ,Brown coal,GWH,32255.0
C0220,Lignite,EL,Greece,2005 ,Brown coal,GWH,35534.0
C0220,Lignite,EL,Greece,2004 ,Brown coal,GWH,35366.0
C0220,Lignite,EL,Greece,2003 ,Brown coal,GWH,35077.0
C0220,Lignite,EL,Greece,2002 ,Brown coal,GWH,34533.0
C0220,Lignite,EL,Greece,2001 ,Brown coal,GWH,35405.0
C0220,Lignite,EL,Greece,2000 ,Brown coal,GWH,34277.0
C0220,Lignite,EL,Greece,1999 ,Brown coal,GWH,32333.0
C0220,Lignite,EL,Greece,1998 ,Brown coal,GWH,32362.0
C0220,Lignite,EL,Greece,1997 ,Brown coal,GWH,30298.0
C0220,Lignite,EL,Greece,1996 ,Brown coal,GWH,28813.0
C0220,Lignite,EL,Greece,1995 ,Brown coal,GWH,28379.0
C0220,Lignite,EL,Greece,1994 ,Brown coal,GWH,29368.0
C0220,Lignite,EL,Greece,1993 ,Brown coal,GWH,27581.0
C0220,Lignite,EL,Greece,1992 ,Brown coal,GWH,25274.0
C0220,Lignite,EL,Greece,1991 ,Brown coal,GWH,23569.0
C0220,Lignite,EL,Greece,1990 ,Brown coal,GWH,25166.0
G3000,Natural gas,EL,Greece,2018 ,Natural gas,GWH,14080.101999999999
G3000,Natural gas,EL,Greece,2017 ,Natural gas,GWH,17113.041
G3000,Natural gas,EL,Greece,2016 ,Natural gas,GWH,14868.0
G3000,Natural gas,EL,Greece,2015 ,Natural gas,GWH,9090.0
G3000,Natural gas,EL,Greece,2014 ,Natural gas,GWH,6776.0
G3000,Natural gas,EL,Greece,2013 ,Natural gas,GWH,10860.0
G3000,Natural gas,EL,Greece,2012 ,Natural gas,GWH,13361.0
G3000,Natural gas,EL,Greece,2011 ,Natural gas,GWH,13938.0
G3000,Natural gas,EL,Greece,2010 ,Natural gas,GWH,9830.0
G3000,Natural gas,EL,Greece,2009 ,Natural gas,GWH,11023.0
G3000,Natural gas,EL,Greece,2008 ,Natural gas,GWH,13797.0
G3000,Natural gas,EL,Greece,2007 ,Natural gas,GWH,13774.0
G3000,Natural gas,EL,Greece,2006 ,Natural gas,GWH,10610.0
G3000,Natural gas,EL,Greece,2005 ,Natural gas,GWH,8171.0
G3000,Natural gas,EL,Greece,2004 ,Natural gas,GWH,8991.0
G3000,Natural gas,EL,Greece,2003 ,Natural gas,GWH,7995.0
G3000,Natural gas,EL,Greece,2002 ,Natural gas,GWH,7061.0
G3000,Natural gas,EL,Greece,2001 ,Natural gas,GWH,6133.0
G3000,Natural gas,EL,Greece,2000 ,Natural gas,GWH,5920.0
G3000,Natural gas,EL,Greece,1999 ,Natural gas,GWH,3907.0
G3000,Natural gas,EL,Greece,1998 ,Natural gas,GWH,1713.0
G3000,Natural gas,EL,Greece,1997 ,Natural gas,GWH,333.0
G3000,Natural gas,EL,Greece,1996 ,Natural gas,GWH,78.0
G3000,Natural gas,EL,Greece,1995 ,Natural gas,GWH,75.0
G3000,Natural gas,EL,Greece,1994 ,Natural gas,GWH,80.0
G3000,Natural gas,EL,Greece,1993 ,Natural gas,GWH,84.0
G3000,Natural gas,EL,Greece,1992 ,Natural gas,GWH,79.0
G3000,Natural gas,EL,Greece,1991 ,Natural gas,GWH,93.0
G3000,Natural gas,EL,Greece,1990 ,Natural gas,GWH,92.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2018 ,Oil and petroleum products,GWH,5546.505999999999
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2017 ,Oil and petroleum products,GWH,5509.75
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2016 ,Oil and petroleum products,GWH,5565.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2015 ,Oil and petroleum products,GWH,5663.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2014 ,Oil and petroleum products,GWH,5544.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2013 ,Oil and petroleum products,GWH,5414.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2012 ,Oil and petroleum products,GWH,6080.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2011 ,Oil and petroleum products,GWH,5915.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2010 ,Oil and petroleum products,GWH,6089.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2009 ,Oil and petroleum products,GWH,7679.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2008 ,Oil and petroleum products,GWH,9990.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2007 ,Oil and petroleum products,GWH,9642.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2006 ,Oil and petroleum products,GWH,9601.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2005 ,Oil and petroleum products,GWH,9207.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2004 ,Oil and petroleum products,GWH,8385.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2003 ,Oil and petroleum products,GWH,8707.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2002 ,Oil and petroleum products,GWH,8633.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2001 ,Oil and petroleum products,GWH,8477.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,2000 ,Oil and petroleum products,GWH,8885.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,1999 ,Oil and petroleum products,GWH,8157.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,1998 ,Oil and petroleum products,GWH,8078.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,1997 ,Oil and petroleum products,GWH,8299.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,1996 ,Oil and petroleum products,GWH,8534.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,1995 ,Oil and petroleum products,GWH,8860.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,1994 ,Oil and petroleum products,GWH,8011.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,1993 ,Oil and petroleum products,GWH,7837.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,1992 ,Oil and petroleum products,GWH,8186.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,1991 ,Oil and petroleum products,GWH,8847.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),EL,Greece,1990 ,Oil and petroleum products,GWH,7746.0
R5110-5150_W6000RI,Primary solid biofuels,EL,Greece,2018 ,Solid biofuels,GWH,11.939
R5110-5150_W6000RI,Primary solid biofuels,EL,Greece,2017 ,Solid biofuels,GWH,9.79
R5110-5150_W6000RI,Primary solid biofuels,EL,Greece,2016 ,Solid biofuels,GWH,4.584
R5110-5150_W6000RI,Primary solid biofuels,EL,Greece,2015 ,Solid biofuels,GWH,1.062
R5110-5150_W6000RI,Primary solid biofuels,EL,Greece,1995 ,Solid biofuels,GWH,1.0
R5110-5150_W6000RI,Primary solid biofuels,EL,Greece,1994 ,Solid biofuels,GWH,1.0
R5110-5150_W6000RI,Primary solid biofuels,EL,Greece,1993 ,Solid biofuels,GWH,1.0
R5110-5150_W6000RI,Primary solid biofuels,EL,Greece,1992 ,Solid biofuels,GWH,1.0
RA100,Hydro,EL,Greece,2018 ,Hydro,GWH,5759.901
RA100,Hydro,EL,Greece,2017 ,Hydro,GWH,4039.8059999999996
RA100,Hydro,EL,Greece,2016 ,Hydro,GWH,5565.093000000001
RA100,Hydro,EL,Greece,2015 ,Hydro,GWH,6150.32
RA100,Hydro,EL,Greece,2014 ,Hydro,GWH,4607.169
RA100,Hydro,EL,Greece,2013 ,Hydro,GWH,6383.887
RA100,Hydro,EL,Greece,2012 ,Hydro,GWH,4590.649
RA100,Hydro,EL,Greece,2011 ,Hydro,GWH,4275.218
RA100,Hydro,EL,Greece,2010 ,Hydro,GWH,7485.0
RA100,Hydro,EL,Greece,2009 ,Hydro,GWH,5645.456999999999
RA100,Hydro,EL,Greece,2008 ,Hydro,GWH,4149.288
RA100,Hydro,EL,Greece,2007 ,Hydro,GWH,3376.422
RA100,Hydro,EL,Greece,2006 ,Hydro,GWH,6474.849
RA100,Hydro,EL,Greece,2005 ,Hydro,GWH,5610.496999999999
RA100,Hydro,EL,Greece,2004 ,Hydro,GWH,5205.0779999999995
RA100,Hydro,EL,Greece,2003 ,Hydro,GWH,5332.0
RA100,Hydro,EL,Greece,2002 ,Hydro,GWH,3463.0
RA100,Hydro,EL,Greece,2001 ,Hydro,GWH,2725.0
RA100,Hydro,EL,Greece,2000 ,Hydro,GWH,4111.0
RA100,Hydro,EL,Greece,1999 ,Hydro,GWH,4829.0
RA100,Hydro,EL,Greece,1998 ,Hydro,GWH,3866.0
RA100,Hydro,EL,Greece,1997 ,Hydro,GWH,4096.0
RA100,Hydro,EL,Greece,1996 ,Hydro,GWH,4504.0
RA100,Hydro,EL,Greece,1995 ,Hydro,GWH,3782.0
RA100,Hydro,EL,Greece,1994 ,Hydro,GWH,2842.0
RA100,Hydro,EL,Greece,1993 ,Hydro,GWH,2541.0
RA100,Hydro,EL,Greece,1992 ,Hydro,GWH,2389.0
RA100,Hydro,EL,Greece,1991 ,Hydro,GWH,3171.0
RA100,Hydro,EL,Greece,1990 ,Hydro,GWH,1997.0
RA300,Wind,EL,Greece,2018 ,Wind,GWH,6300.259
RA300,Wind,EL,Greece,2017 ,Wind,GWH,5536.986999999999
RA300,Wind,EL,Greece,2016 ,Wind,GWH,5145.896
RA300,Wind,EL,Greece,2015 ,Wind,GWH,4621.019
RA300,Wind,EL,Greece,2014 ,Wind,GWH,3688.575
RA300,Wind,EL,Greece,2013 ,Wind,GWH,4139.1359999999995
RA300,Wind,EL,Greece,2012 ,Wind,GWH,3850.157
RA300,Wind,EL,Greece,2011 ,Wind,GWH,3315.2270000000003
RA300,Wind,EL,Greece,2010 ,Wind,GWH,2713.937
RA300,Wind,EL,Greece,2009 ,Wind,GWH,2543.0
RA300,Wind,EL,Greece,2008 ,Wind,GWH,2242.0
RA300,Wind,EL,Greece,2007 ,Wind,GWH,1818.0
RA300,Wind,EL,Greece,2006 ,Wind,GWH,1699.3529999999998
RA300,Wind,EL,Greece,2005 ,Wind,GWH,1266.452
RA300,Wind,EL,Greece,2004 ,Wind,GWH,1120.765
RA300,Wind,EL,Greece,2003 ,Wind,GWH,1021.0
RA300,Wind,EL,Greece,2002 ,Wind,GWH,651.0
RA300,Wind,EL,Greece,2001 ,Wind,GWH,756.0
RA300,Wind,EL,Greece,2000 ,Wind,GWH,451.0
RA300,Wind,EL,Greece,1999 ,Wind,GWH,162.0
RA300,Wind,EL,Greece,1998 ,Wind,GWH,70.0
RA300,Wind,EL,Greece,1997 ,Wind,GWH,36.0
RA300,Wind,EL,Greece,1996 ,Wind,GWH,38.0
RA300,Wind,EL,Greece,1995 ,Wind,GWH,34.0
RA300,Wind,EL,Greece,1994 ,Wind,GWH,37.0
RA300,Wind,EL,Greece,1993 ,Wind,GWH,47.0
RA300,Wind,EL,Greece,1992 ,Wind,GWH,8.0
RA300,Wind,EL,Greece,1991 ,Wind,GWH,2.0
RA300,Wind,EL,Greece,1990 ,Wind,GWH,2.0
RA420,Solar photovoltaic,EL,Greece,2018 ,Solar,GWH,3790.652
RA420,Solar photovoltaic,EL,Greece,2017 ,Solar,GWH,3991.4770000000003
RA420,Solar photovoltaic,EL,Greece,2016 ,Solar,GWH,3929.716
RA420,Solar photovoltaic,EL,Greece,2015 ,Solar,GWH,3899.636
RA420,Solar photovoltaic,EL,Greece,2014 ,Solar,GWH,3791.885
RA420,Solar photovoltaic,EL,Greece,2013 ,Solar,GWH,3648.1009999999997
RA420,Solar photovoltaic,EL,Greece,2012 ,Solar,GWH,1693.986
RA420,Solar photovoltaic,EL,Greece,2011 ,Solar,GWH,610.311
RA420,Solar photovoltaic,EL,Greece,2010 ,Solar,GWH,157.748
RA420,Solar photovoltaic,EL,Greece,2009 ,Solar,GWH,50.0
RA420,Solar photovoltaic,EL,Greece,2008 ,Solar,GWH,5.236000000000001
RA420,Solar photovoltaic,EL,Greece,2007 ,Solar,GWH,1.42
RA420,Solar photovoltaic,EL,Greece,2006 ,Solar,GWH,1.386
RA420,Solar photovoltaic,EL,Greece,2005 ,Solar,GWH,0.953
RA420,Solar photovoltaic,EL,Greece,2004 ,Solar,GWH,0.775
C0110,Anthracite,ES,Spain,2018 ,Hard coal,GWH,884.0
C0110,Anthracite,ES,Spain,2017 ,Hard coal,GWH,2223.0
C0110,Anthracite,ES,Spain,2016 ,Hard coal,GWH,3090.0
C0110,Anthracite,ES,Spain,2015 ,Hard coal,GWH,4839.0
C0110,Anthracite,ES,Spain,2014 ,Hard coal,GWH,4406.0
C0110,Anthracite,ES,Spain,2013 ,Hard coal,GWH,4325.0
C0110,Anthracite,ES,Spain,2012 ,Hard coal,GWH,8415.0
C0110,Anthracite,ES,Spain,2011 ,Hard coal,GWH,7822.0
C0110,Anthracite,ES,Spain,2010 ,Hard coal,GWH,291.0
C0110,Anthracite,ES,Spain,2009 ,Hard coal,GWH,3425.0
C0110,Anthracite,ES,Spain,2008 ,Hard coal,GWH,4967.0
C0110,Anthracite,ES,Spain,2007 ,Hard coal,GWH,6966.0
C0110,Anthracite,ES,Spain,2006 ,Hard coal,GWH,6210.0
C0110,Anthracite,ES,Spain,2005 ,Hard coal,GWH,8336.0
C0110,Anthracite,ES,Spain,2004 ,Hard coal,GWH,8861.0
C0129,Other bituminous coal,ES,Spain,2018 ,Hard coal,GWH,34719.0
C0129,Other bituminous coal,ES,Spain,2017 ,Hard coal,GWH,40340.0
C0129,Other bituminous coal,ES,Spain,2016 ,Hard coal,GWH,31498.0
C0129,Other bituminous coal,ES,Spain,2015 ,Hard coal,GWH,43289.0
C0129,Other bituminous coal,ES,Spain,2014 ,Hard coal,GWH,36468.0
C0129,Other bituminous coal,ES,Spain,2013 ,Hard coal,GWH,33372.0
C0129,Other bituminous coal,ES,Spain,2012 ,Hard coal,GWH,43637.0
C0129,Other bituminous coal,ES,Spain,2011 ,Hard coal,GWH,32157.0
C0129,Other bituminous coal,ES,Spain,2010 ,Hard coal,GWH,23761.0
C0129,Other bituminous coal,ES,Spain,2009 ,Hard coal,GWH,30598.0
C0129,Other bituminous coal,ES,Spain,2008 ,Hard coal,GWH,40414.0
C0129,Other bituminous coal,ES,Spain,2007 ,Hard coal,GWH,57456.0
C0129,Other bituminous coal,ES,Spain,2006 ,Hard coal,GWH,52033.0
C0129,Other bituminous coal,ES,Spain,2005 ,Hard coal,GWH,60693.0
C0129,Other bituminous coal,ES,Spain,2004 ,Hard coal,GWH,59726.0
C0129,Other bituminous coal,ES,Spain,2003 ,Hard coal,GWH,64599.0
C0129,Other bituminous coal,ES,Spain,2002 ,Hard coal,GWH,69504.0
C0129,Other bituminous coal,ES,Spain,2001 ,Hard coal,GWH,59843.0
C0129,Other bituminous coal,ES,Spain,2000 ,Hard coal,GWH,67612.0
C0129,Other bituminous coal,ES,Spain,1999 ,Hard coal,GWH,62496.0
C0129,Other bituminous coal,ES,Spain,1998 ,Hard coal,GWH,51285.0
C0129,Other bituminous coal,ES,Spain,1997 ,Hard coal,GWH,51068.0
C0129,Other bituminous coal,ES,Spain,1996 ,Hard coal,GWH,42049.0
C0129,Other bituminous coal,ES,Spain,1995 ,Hard coal,GWH,52363.0
C0129,Other bituminous coal,ES,Spain,1994 ,Hard coal,GWH,47423.0
C0129,Other bituminous coal,ES,Spain,1993 ,Hard coal,GWH,46536.0
C0129,Other bituminous coal,ES,Spain,1992 ,Hard coal,GWH,48220.0
C0129,Other bituminous coal,ES,Spain,1991 ,Hard coal,GWH,42694.0
C0129,Other bituminous coal,ES,Spain,1990 ,Hard coal,GWH,42629.0
C0210,Sub-bituminous coal,ES,Spain,2018 ,Hard coal,GWH,1738.0
C0210,Sub-bituminous coal,ES,Spain,2017 ,Hard coal,GWH,2564.0
C0210,Sub-bituminous coal,ES,Spain,2016 ,Hard coal,GWH,1846.0
C0210,Sub-bituminous coal,ES,Spain,2015 ,Hard coal,GWH,3238.0
C0210,Sub-bituminous coal,ES,Spain,2014 ,Hard coal,GWH,2933.0
C0210,Sub-bituminous coal,ES,Spain,2013 ,Hard coal,GWH,2244.0
C0210,Sub-bituminous coal,ES,Spain,2012 ,Hard coal,GWH,3022.0
C0210,Sub-bituminous coal,ES,Spain,2011 ,Hard coal,GWH,4001.0
C0210,Sub-bituminous coal,ES,Spain,2010 ,Hard coal,GWH,1282.0
C0210,Sub-bituminous coal,ES,Spain,2009 ,Hard coal,GWH,1887.0
C0210,Sub-bituminous coal,ES,Spain,2008 ,Hard coal,GWH,3333.0
C0210,Sub-bituminous coal,ES,Spain,2007 ,Hard coal,GWH,3994.0
C0210,Sub-bituminous coal,ES,Spain,2006 ,Hard coal,GWH,3995.0
C0210,Sub-bituminous coal,ES,Spain,2005 ,Hard coal,GWH,4607.0
C0210,Sub-bituminous coal,ES,Spain,2004 ,Hard coal,GWH,4528.0
C0210,Sub-bituminous coal,ES,Spain,2003 ,Hard coal,GWH,4218.0
C0210,Sub-bituminous coal,ES,Spain,2002 ,Hard coal,GWH,5123.0
C0210,Sub-bituminous coal,ES,Spain,2001 ,Hard coal,GWH,4008.0
C0210,Sub-bituminous coal,ES,Spain,2000 ,Hard coal,GWH,5272.0
C0210,Sub-bituminous coal,ES,Spain,1999 ,Hard coal,GWH,4292.0
C0210,Sub-bituminous coal,ES,Spain,1998 ,Hard coal,GWH,3477.0
C0210,Sub-bituminous coal,ES,Spain,1997 ,Hard coal,GWH,5392.0
C0210,Sub-bituminous coal,ES,Spain,1996 ,Hard coal,GWH,4721.0
C0210,Sub-bituminous coal,ES,Spain,1995 ,Hard coal,GWH,5820.0
C0210,Sub-bituminous coal,ES,Spain,1994 ,Hard coal,GWH,5913.0
C0210,Sub-bituminous coal,ES,Spain,1993 ,Hard coal,GWH,5800.0
C0210,Sub-bituminous coal,ES,Spain,1992 ,Hard coal,GWH,5579.0
C0210,Sub-bituminous coal,ES,Spain,1991 ,Hard coal,GWH,5354.0
C0210,Sub-bituminous coal,ES,Spain,1990 ,Hard coal,GWH,5052.0
C0220,Lignite,ES,Spain,2007 ,Brown coal,GWH,4379.0
C0220,Lignite,ES,Spain,2006 ,Brown coal,GWH,4501.0
C0220,Lignite,ES,Spain,2005 ,Brown coal,GWH,5417.0
C0220,Lignite,ES,Spain,2004 ,Brown coal,GWH,5991.0
C0220,Lignite,ES,Spain,2003 ,Brown coal,GWH,5905.0
C0220,Lignite,ES,Spain,2002 ,Brown coal,GWH,6555.0
C0220,Lignite,ES,Spain,2001 ,Brown coal,GWH,6419.0
C0220,Lignite,ES,Spain,2000 ,Brown coal,GWH,6210.0
C0220,Lignite,ES,Spain,1999 ,Brown coal,GWH,6821.0
C0220,Lignite,ES,Spain,1998 ,Brown coal,GWH,6823.0
C0220,Lignite,ES,Spain,1997 ,Brown coal,GWH,6209.0
C0220,Lignite,ES,Spain,1996 ,Brown coal,GWH,7173.0
C0220,Lignite,ES,Spain,1995 ,Brown coal,GWH,7730.0
C0220,Lignite,ES,Spain,1994 ,Brown coal,GWH,8230.0
C0220,Lignite,ES,Spain,1993 ,Brown coal,GWH,10077.0
C0220,Lignite,ES,Spain,1992 ,Brown coal,GWH,10423.0
C0220,Lignite,ES,Spain,1991 ,Brown coal,GWH,10745.0
C0220,Lignite,ES,Spain,1990 ,Brown coal,GWH,11794.0
G3000,Natural gas,ES,Spain,2018 ,Natural gas,GWH,58004.0
G3000,Natural gas,ES,Spain,2017 ,Natural gas,GWH,64037.0
G3000,Natural gas,ES,Spain,2016 ,Natural gas,GWH,52820.0
G3000,Natural gas,ES,Spain,2015 ,Natural gas,GWH,52498.0
G3000,Natural gas,ES,Spain,2014 ,Natural gas,GWH,47273.0
G3000,Natural gas,ES,Spain,2013 ,Natural gas,GWH,57536.0
G3000,Natural gas,ES,Spain,2012 ,Natural gas,GWH,73308.0
G3000,Natural gas,ES,Spain,2011 ,Natural gas,GWH,85508.0
G3000,Natural gas,ES,Spain,2010 ,Natural gas,GWH,94851.0
G3000,Natural gas,ES,Spain,2009 ,Natural gas,GWH,107746.0
G3000,Natural gas,ES,Spain,2008 ,Natural gas,GWH,120798.0
G3000,Natural gas,ES,Spain,2007 ,Natural gas,GWH,94799.0
G3000,Natural gas,ES,Spain,2006 ,Natural gas,GWH,90570.0
G3000,Natural gas,ES,Spain,2005 ,Natural gas,GWH,79011.0
G3000,Natural gas,ES,Spain,2004 ,Natural gas,GWH,55460.0
G3000,Natural gas,ES,Spain,2003 ,Natural gas,GWH,39368.0
G3000,Natural gas,ES,Spain,2002 ,Natural gas,GWH,32386.0
G3000,Natural gas,ES,Spain,2001 ,Natural gas,GWH,23358.0
G3000,Natural gas,ES,Spain,2000 ,Natural gas,GWH,20178.0
G3000,Natural gas,ES,Spain,1999 ,Natural gas,GWH,19058.0
G3000,Natural gas,ES,Spain,1998 ,Natural gas,GWH,16212.0
G3000,Natural gas,ES,Spain,1997 ,Natural gas,GWH,18174.0
G3000,Natural gas,ES,Spain,1996 ,Natural gas,GWH,6767.0
G3000,Natural gas,ES,Spain,1995 ,Natural gas,GWH,3750.0
G3000,Natural gas,ES,Spain,1994 ,Natural gas,GWH,3229.0
G3000,Natural gas,ES,Spain,1993 ,Natural gas,GWH,1196.0
G3000,Natural gas,ES,Spain,1992 ,Natural gas,GWH,1711.0
G3000,Natural gas,ES,Spain,1991 ,Natural gas,GWH,1361.0
G3000,Natural gas,ES,Spain,1990 ,Natural gas,GWH,1509.0
N900H,Nuclear heat,ES,Spain,2018 ,Nuclear,GWH,55766.0
N900H,Nuclear heat,ES,Spain,2017 ,Nuclear,GWH,58039.0
N900H,Nuclear heat,ES,Spain,2016 ,Nuclear,GWH,58633.0
N900H,Nuclear heat,ES,Spain,2015 ,Nuclear,GWH,57196.0
N900H,Nuclear heat,ES,Spain,2014 ,Nuclear,GWH,57305.0
N900H,Nuclear heat,ES,Spain,2013 ,Nuclear,GWH,56726.0
N900H,Nuclear heat,ES,Spain,2012 ,Nuclear,GWH,61470.0
N900H,Nuclear heat,ES,Spain,2011 ,Nuclear,GWH,57718.0
N900H,Nuclear heat,ES,Spain,2010 ,Nuclear,GWH,61990.0
N900H,Nuclear heat,ES,Spain,2009 ,Nuclear,GWH,52761.0
N900H,Nuclear heat,ES,Spain,2008 ,Nuclear,GWH,58973.0
N900H,Nuclear heat,ES,Spain,2007 ,Nuclear,GWH,55103.0
N900H,Nuclear heat,ES,Spain,2006 ,Nuclear,GWH,60126.0
N900H,Nuclear heat,ES,Spain,2005 ,Nuclear,GWH,57539.0
N900H,Nuclear heat,ES,Spain,2004 ,Nuclear,GWH,63606.0
N900H,Nuclear heat,ES,Spain,2003 ,Nuclear,GWH,61875.0
N900H,Nuclear heat,ES,Spain,2002 ,Nuclear,GWH,63016.0
N900H,Nuclear heat,ES,Spain,2001 ,Nuclear,GWH,63708.0
N900H,Nuclear heat,ES,Spain,2000 ,Nuclear,GWH,62206.0
N900H,Nuclear heat,ES,Spain,1999 ,Nuclear,GWH,58852.0
N900H,Nuclear heat,ES,Spain,1998 ,Nuclear,GWH,58993.0
N900H,Nuclear heat,ES,Spain,1997 ,Nuclear,GWH,55298.0
N900H,Nuclear heat,ES,Spain,1996 ,Nuclear,GWH,56330.0
N900H,Nuclear heat,ES,Spain,1995 ,Nuclear,GWH,55455.0
N900H,Nuclear heat,ES,Spain,1994 ,Nuclear,GWH,55313.0
N900H,Nuclear heat,ES,Spain,1993 ,Nuclear,GWH,56060.0
N900H,Nuclear heat,ES,Spain,1992 ,Nuclear,GWH,55782.0
N900H,Nuclear heat,ES,Spain,1991 ,Nuclear,GWH,55578.0
N900H,Nuclear heat,ES,Spain,1990 ,Nuclear,GWH,54268.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2018 ,Oil and petroleum products,GWH,14498.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2017 ,Oil and petroleum products,GWH,15766.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2016 ,Oil and petroleum products,GWH,16921.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2015 ,Oil and petroleum products,GWH,17241.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2014 ,Oil and petroleum products,GWH,14121.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2013 ,Oil and petroleum products,GWH,13763.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2012 ,Oil and petroleum products,GWH,15321.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2011 ,Oil and petroleum products,GWH,14692.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2010 ,Oil and petroleum products,GWH,16562.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2009 ,Oil and petroleum products,GWH,19242.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2008 ,Oil and petroleum products,GWH,18002.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2007 ,Oil and petroleum products,GWH,18508.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),ES,Spain,2006 ,Oil and petroleum products,GWH,23829.0
